Statistik_Code,Statistik_Label,Zeit_Code,Zeit_Label,Zeit,1_Merkmal_Code,1_Merkmal_Label,1_Auspraegung_Code,1_Auspraegung_Label,BEV020__Bevoelkerung__1000,ERW002__Erwerbstaetige__1000,ERW003__Erwerbslose__1000,ERW001__Erwerbspersonen__1000,ERW004__Nichterwerbspersonen__1000
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,08,Baden-Württemberg,9859,4831,160,4991,4869
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,09,Bayern,11488,5821,215,6036,5452
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,11,Berlin,3425,1689,196,1885,1539
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,12,Brandenburg,2567,1270,148,1418,1149
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,04,Bremen,682,287,31,318,364
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,02,Hamburg,1658,781,72,853,805
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,06,Hessen,5779,2727,146,2873,2906
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1913,906,146,1052,862
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,03,Niedersachsen,7406,3303,220,3523,3883
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,05,Nordrhein-Westfalen,17384,7483,503,7985,9399
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,07,Rheinland-Pfalz,3776,1741,91,1833,1943
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,10,Saarland,1074,448,33,481,593
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,14,Sachsen,4730,2283,253,2536,2194
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,15,Sachsen-Anhalt,2859,1382,162,1545,1315
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,01,Schleswig-Holstein,2630,1235,94,1330,1300
12211,Mikrozensus,SMONAT,Stichmonat,04/1991,DLAND,Bundesländer,16,Thüringen,2598,1259,170,1428,1170
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,08,Baden-Württemberg,10044,4884,207,5091,4953
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,09,Bayern,11640,5883,257,6140,5500
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,11,Berlin,3450,1639,242,1881,1568
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,12,Brandenburg,2524,1121,223,1344,1180
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,04,Bremen,684,298,32,330,354
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,02,Hamburg,1674,789,61,850,824
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,06,Hessen,5862,2769,145,2915,2947
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1886,810,186,997,889
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,03,Niedersachsen,7503,3411,227,3639,3865
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,05,Nordrhein-Westfalen,17558,7602,505,8107,9451
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,07,Rheinland-Pfalz,3843,1748,100,1848,1995
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,10,Saarland,1078,443,36,478,599
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,14,Sachsen,4670,1988,395,2383,2287
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,15,Sachsen-Anhalt,2814,1215,238,1453,1360
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,01,Schleswig-Holstein,2656,1247,89,1337,1319
12211,Mikrozensus,SMONAT,Stichmonat,05/1992,DLAND,Bundesländer,16,Thüringen,2554,1093,241,1333,1221
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,08,Baden-Württemberg,10176,4837,300,5138,5038
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,09,Bayern,11798,5836,347,6183,5615
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,11,Berlin,3470,1610,262,1872,1597
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,12,Brandenburg,2548,1086,243,1329,1219
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,04,Bremen,685,295,33,328,357
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,02,Hamburg,1697,784,72,856,842
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,06,Hessen,5940,2731,211,2942,2998
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1860,789,183,972,888
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,03,Niedersachsen,7596,3375,279,3654,3942
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,05,Nordrhein-Westfalen,17706,7516,653,8169,9537
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,07,Rheinland-Pfalz,3895,1738,122,1860,2035
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,10,Saarland,1084,431,39,470,614
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,14,Sachsen,4630,1888,440,2328,2302
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,15,Sachsen-Anhalt,2792,1157,250,1407,1385
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,01,Schleswig-Holstein,2684,1245,110,1356,1328
12211,Mikrozensus,SMONAT,Stichmonat,04/1993,DLAND,Bundesländer,16,Thüringen,2539,1062,255,1316,1223
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,08,Baden-Württemberg,10240,4744,385,5129,5111
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,09,Bayern,11875,5771,410,6181,5694
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,11,Berlin,3479,1609,269,1878,1601
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,12,Brandenburg,2535,1098,240,1338,1197
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,04,Bremen,682,286,41,327,355
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,02,Hamburg,1704,777,86,863,841
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,06,Hessen,5968,2696,246,2942,3025
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1839,796,175,971,868
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,03,Niedersachsen,7663,3341,329,3670,3992
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,05,Nordrhein-Westfalen,17769,7413,717,8130,9639
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,07,Rheinland-Pfalz,3933,1708,147,1855,2078
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,10,Saarland,1083,424,47,471,612
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,14,Sachsen,4602,1919,440,2359,2244
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,15,Sachsen-Anhalt,2772,1167,266,1433,1340
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,01,Schleswig-Holstein,2697,1245,124,1369,1328
12211,Mikrozensus,SMONAT,Stichmonat,04/1994,DLAND,Bundesländer,16,Thüringen,2528,1082,238,1320,1208
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,08,Baden-Württemberg,10277,4735,375,5110,5167
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,09,Bayern,11936,5788,402,6190,5746
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,11,Berlin,3469,1594,281,1875,1594
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,12,Brandenburg,2538,1112,219,1331,1206
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,04,Bremen,680,285,36,321,359
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,02,Hamburg,1707,786,90,876,831
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,06,Hessen,5987,2680,266,2946,3041
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1824,819,155,974,850
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,03,Niedersachsen,7730,3328,341,3668,4062
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,05,Nordrhein-Westfalen,17825,7300,689,7989,9836
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,07,Rheinland-Pfalz,3957,1707,142,1849,2108
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,10,Saarland,1083,418,40,458,625
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,14,Sachsen,4578,1974,395,2368,2210
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,15,Sachsen-Anhalt,2753,1178,260,1438,1315
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,01,Schleswig-Holstein,2712,1248,126,1373,1339
12211,Mikrozensus,SMONAT,Stichmonat,04/1995,DLAND,Bundesländer,16,Thüringen,2512,1097,218,1316,1197
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,08,Baden-Württemberg,10331,4764,355,5119,5212
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,09,Bayern,12001,5744,409,6153,5848
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,11,Berlin,3468,1573,280,1853,1615
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,12,Brandenburg,2544,1100,235,1335,1209
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,04,Bremen,679,280,36,315,364
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,02,Hamburg,1708,769,90,859,849
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,06,Hessen,6012,2689,260,2949,3063
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1820,803,161,964,856
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,03,Niedersachsen,7787,3356,322,3678,4109
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,05,Nordrhein-Westfalen,17898,7341,656,7997,9901
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,07,Rheinland-Pfalz,3981,1714,150,1863,2117
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,10,Saarland,1083,413,40,452,631
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,14,Sachsen,4559,1962,385,2347,2211
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,15,Sachsen-Anhalt,2734,1142,273,1415,1319
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,01,Schleswig-Holstein,2728,1250,116,1366,1362
12211,Mikrozensus,SMONAT,Stichmonat,04/1996,DLAND,Bundesländer,16,Thüringen,2499,1082,237,1319,1180
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,08,Baden-Württemberg,10380,4769,392,5161,5218
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,09,Bayern,12048,5701,462,6163,5884
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,11,Berlin,3452,1530,300,1830,1622
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,12,Brandenburg,2560,1115,250,1366,1195
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,04,Bremen,677,277,37,313,364
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,02,Hamburg,1708,766,102,868,840
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,06,Hessen,6029,2658,289,2946,3083
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1816,777,188,964,852
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,03,Niedersachsen,7822,3358,344,3702,4120
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,05,Nordrhein-Westfalen,17955,7392,769,8161,9794
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,07,Rheinland-Pfalz,4006,1710,156,1866,2140
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,10,Saarland,1083,414,48,462,622
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,14,Sachsen,4540,1921,446,2367,2173
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,15,Sachsen-Anhalt,2718,1105,312,1418,1301
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,01,Schleswig-Holstein,2746,1230,133,1363,1383
12211,Mikrozensus,SMONAT,Stichmonat,04/1997,DLAND,Bundesländer,16,Thüringen,2487,1082,247,1329,1158
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,08,Baden-Württemberg,10397,4795,368,5163,5234
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,09,Bayern,12061,5743,419,6161,5899
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,11,Berlin,3418,1477,324,1801,1617
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,12,Brandenburg,2579,1124,271,1394,1184
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,04,Bremen,672,275,41,315,357
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,02,Hamburg,1703,787,93,880,823
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,06,Hessen,6031,2664,262,2926,3105
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1805,758,204,962,843
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,03,Niedersachsen,7847,3369,314,3683,4163
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,05,Nordrhein-Westfalen,17969,7405,745,8150,9819
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,07,Rheinland-Pfalz,4018,1749,146,1895,2122
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,10,Saarland,1078,428,52,480,598
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,14,Sachsen,4512,1887,469,2356,2156
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,15,Sachsen-Anhalt,2694,1098,321,1419,1276
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,01,Schleswig-Holstein,2758,1231,124,1355,1404
12211,Mikrozensus,SMONAT,Stichmonat,04/1998,DLAND,Bundesländer,16,Thüringen,2473,1072,250,1322,1151
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,08,Baden-Württemberg,10428,4843,331,5174,5255
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,09,Bayern,12098,5839,393,6232,5866
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,11,Berlin,3394,1470,312,1782,1611
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,12,Brandenburg,2591,1165,249,1413,1178
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,04,Bremen,667,276,40,316,350
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,02,Hamburg,1701,790,84,874,827
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,06,Hessen,6037,2703,249,2951,3086
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1796,768,184,952,844
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,03,Niedersachsen,7868,3396,310,3706,4162
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,05,Nordrhein-Westfalen,17974,7562,723,8285,9689
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,07,Rheinland-Pfalz,4024,1775,133,1908,2116
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,10,Saarland,1073,443,44,486,587
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,14,Sachsen,4480,1948,419,2367,2113
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,15,Sachsen-Anhalt,2668,1089,308,1397,1271
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,01,Schleswig-Holstein,2767,1236,118,1354,1413
12211,Mikrozensus,SMONAT,Stichmonat,04/1999,DLAND,Bundesländer,16,Thüringen,2458,1101,210,1311,1147
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,08,Baden-Württemberg,10489,4909,268,5178,5311
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,09,Bayern,12175,5879,318,6197,5978
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,11,Berlin,3385,1471,300,1771,1613
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,12,Brandenburg,2600,1145,260,1404,1196
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,04,Bremen,661,280,36,316,346
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,02,Hamburg,1706,799,80,879,827
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,06,Hessen,6056,2751,209,2960,3096
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,13,Mecklenburg-Vorpommern,1786,780,169,949,837
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,03,Niedersachsen,7899,3420,286,3706,4193
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,05,Nordrhein-Westfalen,17989,7605,618,8224,9765
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,07,Rheinland-Pfalz,4028,1809,127,1936,2092
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,10,Saarland,1071,450,44,494,577
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,14,Sachsen,4448,1908,413,2322,2127
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,15,Sachsen-Anhalt,2641,1064,292,1356,1285
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,01,Schleswig-Holstein,2781,1238,99,1337,1444
12211,Mikrozensus,SMONAT,Stichmonat,05/2000,DLAND,Bundesländer,16,Thüringen,2445,1095,202,1298,1147
12211,Mikrozensus,SMONAT,Stichmonat,04/2001,DLAND,Bundesländer,08,Baden-Württemberg,10538,4977,252,5229,5309
12211,Mikrozensus,SMONAT,Stichmonat,04/2001,DLAND,Bundesländer,09,Bayern,12256,5967,321,6288,5967
12211,Mikrozensus,SMONAT,Stichmonat,04/2001,DLAND,Bundesländer,11,Berlin,3384,1472,309,1780,1604
12211,Mikrozensus,SMONAT,Stichmonat,04/2001,DLAND,Bundesländer,12,Brandenburg,2598,1143,267,1410,1188
12211,Mikrozensus,SMONAT,Stichmonat,04/2001,DLAND,Bundesländer,04,Bremen,660,276,32,308,352
12211,Mikrozensus,SMONAT,Stichmonat,04/2001,DLAND,Bundesländer,02,Hamburg,1718,813,79,892,826
